,,,0,0,0
OLD SPICE,COLOGNE,MISCELLANEOUS,19.17,27.02,37
OLD SPICE,COLORED PENCILS,CLOTHING,137.83,206.25,60
OLD SPICE,COMB,CLOTHING,50.26,69.26,159
OLD SPICE,CRACKERS,SPORTS,256.21,344.66,188
OLD SPICE,DESK,SPORTS,153.22,203.42,183
OLD SPICE,DRILL,CELL PHONE,133.28,166.85,53
OLD SPICE,DRILL BITS,CELL PHONE,298.95,400.21,93
OLD SPICE,ERASER,MONITORS & TV,149.88,185.98,149
OLD SPICE,FISHING ROD,LAPTOP COMPUTERS,78.38,95.99,130
OLD SPICE,FLATSCREEN TV,LAPTOP COMPUTERS,267.96,291.36,5
OLD SPICE,FLIP PHONE,LAPTOP COMPUTERS,54.9,74.95,58
OLD SPICE,FLUTE,CELL PHONE,41.15,48.44,186
OLD SPICE,FOOTBALL,CLOTHING,139.86,204.7,244
OLD SPICE,FORK,MONITORS & TV,111.03,120.12,96
OLD SPICE,FRISBEE,MISCELLANEOUS,221.4,303.62,10
OLD SPICE,GLASSES,SPORTS,271.12,307.82,62
OLD SPICE,GLOVES,ACCESSORIES,228.43,316.51,177
OLD SPICE,GPS,MISCELLANEOUS,54.88,74.17,186
OLD SPICE,HAIR GEL,SMART WATCH,286.3,308.31,100
OLD SPICE,HAMMER,MONITORS & TV,114.34,159.18,6
OLD SPICE,HAND TOWEL,CELL PHONE,53.61,63.91,92
OLD SPICE,HANDBAG,MISCELLANEOUS,292.53,381.46,175
OLD SPICE,HEADPHONES,MISCELLANEOUS,242.78,292.66,55
OLD SPICE,JACKET,CELL PHONE,34.92,44.53,115
OLD SPICE,JEANS,CELL PHONE,46.87,63.19,190
OLD SPICE,JERSEY,SMART WATCH,133.88,177.65,77
OLD SPICE,KEYBOARD,MONITORS & TV,287.25,421.08,72
OLD SPICE,KNIFE,SMART WATCH,149.49,175.49,28
OLD SPICE,LANYARD,CELL PHONE,119.88,138.21,55
OLD SPICE,LAPTOP,CELL PHONE,192.47,284.28,129
OLD SPICE,LAWN MOWER,SPORTS,184.17,217.29,141
OLD SPICE,LEMONADE,MONITORS & TV,59.37,71.29,180
OLD SPICE,LOTION,SMART WATCH,206.28,260.85,36
OLD SPICE,MECHANICAL PENCIL,CLOTHING,217.05,244.58,168
OLD SPICE,MODEL CAR,MONITORS & TV,55.85,67.58,127
OLD SPICE,MUSIC SOFTWARE,MISCELLANEOUS,87.17,97.56,75
OLD SPICE,NAILS,CLOTHING,121.28,148.07,66
OLD SPICE,NECKLACE,CLOTHING,282.73,357.98,46
OLD SPICE,PAN,CLOTHING,107.38,120.08,192
OLD SPICE,PAPER,SPORTS,199.45,277.07,190
OLD SPICE,PEN,SMART WATCH,255.76,346.51,138
OLD SPICE,PENCIL,MISCELLANEOUS,188.72,207.3,86
OLD SPICE,PENCIL SHARPENER,MISCELLANEOUS,36.45,48.05,33
OLD SPICE,PLASMA TV,CLOTHING,195.73,226.69,6
OLD SPICE,POTATO CHIPS,LAPTOP COMPUTERS,170.6,253.95,80
OLD SPICE,RC CAR,MISCELLANEOUS,218.21,301.24,95
OLD SPICE,RC HELICOPTER,ACCESSORIES,82.01,117.38,178
OLD SPICE,RC PLANE,MISCELLANEOUS,8.14,11.19,77
OLD SPICE,RULLER,SMART WATCH,144.71,194.43,121
OLD SPICE,SAW,MONITORS & TV,132.72,192.37,71
OLD SPICE,SCREWDRIVER,SMART WATCH,183.1,206.32,183
OLD SPICE,SCREWS,MONITORS & TV,66.04,76.84,186
OLD SPICE,SHAMPOO,CLOTHING,294.51,342.39,111
OLD SPICE,SHAVING CREAM,CLOTHING,142.45,165.66,36
OLD SPICE,SHIN GUARDS,SMART WATCH,27.18,39.54,50
OLD SPICE,SHOES,MONITORS & TV,272.22,289.87,75
OLD SPICE,SHORTS,SMART WATCH,155.47,194.9,84
OLD SPICE,SHOVEL,MONITORS & TV,217.36,319.61,84
OLD SPICE,SMARTPHONE,MONITORS & TV,113.35,121.88,122
OLD SPICE,SOAP BAR,LAPTOP COMPUTERS,149.58,186.55,110
OLD SPICE,SOCKS,CLOTHING,194.49,228.44,137
OLD SPICE,SPOON,SPORTS,160.06,196.62,112
OLD SPICE,SPORTS DRINK,ACCESSORIES,49,69.46,158
OLD SPICE,SPRAY PAINT,SPORTS,238.75,291.94,110
OLD SPICE,STAPLER,CLOTHING,194.9,218.21,19
OLD SPICE,STOPWATCH,SMART WATCH,79.82,116.31,190
OLD SPICE,STRAWS,ACCESSORIES,78.4,105.15,77
OLD SPICE,STUFFED BEAR,MONITORS & TV,253.88,339.22,170
OLD SPICE,SUNGLASSES,MONITORS & TV,59.14,74.38,116
OLD SPICE,TENNIS BALL,MONITORS & TV,207.21,271.2,89
OLD SPICE,THERMOS,SMART WATCH,108.4,136.92,86
OLD SPICE,TIE,ACCESSORIES,54.85,70.17,57
OLD SPICE,TIRE,LAPTOP COMPUTERS,104.55,139.53,122
OLD SPICE,TOOTHBRUSH,LAPTOP COMPUTERS,232.91,260.97,151
OLD SPICE,TOOTHPASTE,SPORTS,12.31,16.75,31
OLD SPICE,TOWEL,MONITORS & TV,59.61,74.66,136
OLD SPICE,TV REMOTE,MISCELLANEOUS,256.74,323.39,80
OLD SPICE,VIDEO GAME,MONITORS & TV,69.18,86.22,75
OLD SPICE,WALLET,CELL PHONE,90.6,114.71,183
OLD SPICE,WATCH,LAPTOP COMPUTERS,276.16,347.88,50
OLD SPICE,WATER BOTTLE,ACCESSORIES,24.78,36.84,22
OLD SPICE,WINTER COAT,LAPTOP COMPUTERS,53.3,70.25,64
OLD SPICE,WRENCH,MISCELLANEOUS,229.33,263.59,102
ORACLE,ALBUM,MONITORS & TV,186.98,267.37,89
ORACLE,BASEBALL CAP,LAPTOP COMPUTERS,142.82,203.37,25
ORACLE,BASKETBALL,MISCELLANEOUS,261.84,297.56,133
ORACLE,BATTERIES,CELL PHONE,83.49,88.57,200
ORACLE,BATTERY PACK,CLOTHING,173.96,213.75,113
ORACLE,BLANKET,MISCELLANEOUS,240.61,317.25,40
ORACLE,BLENDER,MONITORS & TV,295.56,369.61,35
ORACLE,BOOK,ACCESSORIES,134.86,165.87,88
ORACLE,BOTTLE OF SODA,LAPTOP COMPUTERS,252.75,309.69,172
ORACLE,BOWTIE,MISCELLANEOUS,91.27,114.15,18
ORACLE,BOX,SMART WATCH,66.5,82.87,118
ORACLE,BRACELET,SMART WATCH,276.35,408.07,21
ORACLE,CALCULATOR,SPORTS,220.85,234.33,83
ORACLE,CAR,LAPTOP COMPUTERS,187.73,198.16,196
ORACLE,CLEATS,MONITORS & TV,79.53,109.13,43
ORACLE,COFFEE MUG,SMART WATCH,146.76,171.55,16
ORACLE,COLOGNE,MISCELLANEOUS,200.87,250.46,153
ORACLE,COLORED PENCILS,CLOTHING,268.16,330.35,105
ORACLE,COMB,CLOTHING,55.96,75.25,35
ORACLE,CRACKERS,SPORTS,131.5,143.28,92
ORACLE,DESK,SPORTS,125.04,135.94,128
ORACLE,DRILL,CELL PHONE,207.08,306.08,113
ORACLE,DRILL BITS,CELL PHONE,224.93,332.73,45
ORACLE,ERASER,MONITORS & TV,117.28,144.8,150
ORACLE,FISHING ROD,LAPTOP COMPUTERS,88.28,130.99,7
ORACLE,FLATSCREEN TV,LAPTOP COMPUTERS,174.14,243.67,165
ORACLE,FLIP PHONE,LAPTOP COMPUTERS,290.61,420.26,39
ORACLE,FLUTE,CELL PHONE,51.38,54.99,31
ORACLE,FOOTBALL,CLOTHING,128.73,158.91,268
ORACLE,FORK,MONITORS & TV,146.21,174.5,199
ORACLE,FRISBEE,MISCELLANEOUS,110.75,137.37,62
ORACLE,GLASSES,SPORTS,210.6,278.87,9
ORACLE,GLOVES,ACCESSORIES,245.59,311.75,9
ORACLE,GPS,MISCELLANEOUS,13.47,16.17,120
ORACLE,HAIR GEL,SMART WATCH,31.88,33.89,46
ORACLE,HAMMER,MONITORS & TV,277.02,354.36,188
ORACLE,HAND TOWEL,CELL PHONE,122.9,154.87,47
ORACLE,HANDBAG,MISCELLANEOUS,163.55,230.13,176
ORACLE,HEADPHONES,MISCELLANEOUS,286.54,357.18,14
ORACLE,JACKET,CELL PHONE,256.43,310.58,113
ORACLE,JEANS,CELL PHONE,6.31,7.27,97
ORACLE,JERSEY,SMART WATCH,252.99,305.57,51
ORACLE,KEYBOARD,MONITORS & TV,68.4,96.35,75
ORACLE,KNIFE,SMART WATCH,105.29,134.53,53
ORACLE,LANYARD,CELL PHONE,253.64,293.4,51
ORACLE,LAPTOP,CELL PHONE,142.38,184.68,82
ORACLE,LAWN MOWER,SPORTS,150.57,222.26,11
ORACLE,LEMONADE,MONITORS & TV,242.71,269.12,193
ORACLE,LOTION,SMART WATCH,96.75,137.56,13
ORACLE,MECHANICAL PENCIL,CLOTHING,48.88,58.85,9
ORACLE,MODEL CAR,MONITORS & TV,268.94,389.69,25
ORACLE,MUSIC SOFTWARE,MISCELLANEOUS,230.24,311.37,177
ORACLE,NAILS,CLOTHING,277.14,304.9,102
ORACLE,NECKLACE,CLOTHING,26.79,39.69,62
ORACLE,PAN,CLOTHING,206.49,267.19,172
ORACLE,PAPER,SPORTS,152.73,226.91,82
ORACLE,PEN,SMART WATCH,246.83,318.08,135
ORACLE,PENCIL,MISCELLANEOUS,207.23,243.71,109
ORACLE,PENCIL SHARPENER,MISCELLANEOUS,73.3,77.66,183
ORACLE,PLASMA TV,CLOTHING,46.21,53.21,142
ORACLE,POTATO CHIPS,LAPTOP COMPUTERS,28.12,34.93,109
ORACLE,RC CAR,MISCELLANEOUS,60.18,81.97,50
ORACLE,RC HELICOPTER,ACCESSORIES,278.47,353.18,120
ORACLE,RC PLANE,MISCELLANEOUS,87.88,113.49,169
ORACLE,RULLER,SMART WATCH,76.31,110.52,36
ORACLE,SAW,MONITORS & TV,90.7,104.32,53
ORACLE,SCREWDRIVER,SMART WATCH,57.21,67.62,62
ORACLE,SCREWS,MONITORS & TV,135.03,195.42,143
ORACLE,SHAMPOO,CLOTHING,158.22,225.85,172
ORACLE,SHAVING CREAM,CLOTHING,23.61,33.19,108
ORACLE,SHIN GUARDS,SMART WATCH,45.41,61.84,27
ORACLE,SHOES,MONITORS & TV,7.61,10.01,67
ORACLE,SHORTS,SMART WATCH,272.72,320.72,38
ORACLE,SHOVEL,MONITORS & TV,76.5,87.16,189
ORACLE,SMARTPHONE,MONITORS & TV,170.18,190.39,56
ORACLE,SOAP BAR,LAPTOP COMPUTERS,247.13,355.81,109
ORACLE,SOCKS,CLOTHING,283.89,419.11,130
ORACLE,SPOON,SPORTS,46.94,64.27,91
ORACLE,SPORTS DRINK,ACCESSORIES,182.86,215.05,94
ORACLE,SPRAY PAINT,SPORTS,7.51,8.24,104
ORACLE,STAPLER,CLOTHING,101.59,143.98,91
ORACLE,STOPWATCH,SMART WATCH,104.12,137.56,130
ORACLE,STRAWS,ACCESSORIES,207.64,258.66,23
ORACLE,STUFFED BEAR,MONITORS & TV,46.44,49.77,160
ORACLE,SUNGLASSES,MONITORS & TV,30.12,38.71,147
ORACLE,TENNIS BALL,MONITORS & TV,26.61,36.49,175
ORACLE,THERMOS,SMART WATCH,99.04,114.15,168
ORACLE,TIE,ACCESSORIES,59.21,76.56,192
ORACLE,TIRE,LAPTOP COMPUTERS,162.13,234.14,195
ORACLE,TOOTHBRUSH,LAPTOP COMPUTERS,120.03,168.2,121
ORACLE,TOOTHPASTE,SPORTS,5.66,6.92,194
ORACLE,TOWEL,MONITORS & TV,105.62,121.72,23
ORACLE,TV REMOTE,MISCELLANEOUS,241.12,351.96,184
ORACLE,VIDEO GAME,MONITORS & TV,74.19,109.37,123
ORACLE,WALLET,CELL PHONE,67.42,71.12,152
ORACLE,WATCH,LAPTOP COMPUTERS,113.85,127.95,85
ORACLE,WATER BOTTLE,ACCESSORIES,250.16,367.57,120
ORACLE,WINTER COAT,LAPTOP COMPUTERS,162.7,216.6,87
ORACLE,WRENCH,MISCELLANEOUS,152.59,169.01,189
PEPSI,ALBUM,MONITORS & TV,22.36,32.69,42
PEPSI,BASEBALL CAP,LAPTOP COMPUTERS,160.56,176.52,89
PEPSI,BASKETBALL,MISCELLANEOUS,70.13,78.01,125
PEPSI,BATTERIES,CELL PHONE,287.98,408.49,9
PEPSI,BATTERY PACK,CLOTHING,293.08,403.34,70
PEPSI,BLANKET,MISCELLANEOUS,25.25,32.37,163
PEPSI,BLENDER,MONITORS & TV,273,398.16,118
PEPSI,BOOK,ACCESSORIES,280.96,365.26,68
PEPSI,BOTTLE OF SODA,LAPTOP COMPUTERS,142.16,160.35,114
PEPSI,BOWTIE,MISCELLANEOUS,105.03,129.66,64
PEPSI,BOX,SMART WATCH,63.29,79.56,113
PEPSI,BRACELET,SMART WATCH,220.78,238.83,118
PEPSI,CALCULATOR,SPORTS,257.09,381.62,6
PEPSI,CAR,LAPTOP COMPUTERS,111.87,146.15,9
PEPSI,CLEATS,MONITORS & TV,57.42,84.59,191
PEPSI,COFFEE MUG,SMART WATCH,247.04,278.28,77
PEPSI,COLOGNE,MISCELLANEOUS,230.16,319.23,156
PEPSI,COLORED PENCILS,CLOTHING,41.58,49.51,41
PEPSI,COMB,CLOTHING,138.32,183.64,31
PEPSI,CRACKERS,SPORTS,68.53,74.6,82
PEPSI,DESK,SPORTS,181.21,234.94,21
PEPSI,DRILL,CELL PHONE,265.22,337.79,115
PEPSI,DRILL BITS,CELL PHONE,15.67,21.34,199
PEPSI,ERASER,MONITORS & TV,11.7,15.68,102
PEPSI,FISHING ROD,LAPTOP COMPUTERS,276.98,329.46,68
PEPSI,FLATSCREEN TV,LAPTOP COMPUTERS,14.11,16.88,141
PEPSI,FLIP PHONE,LAPTOP COMPUTERS,26.19,32.74,22
PEPSI,FLUTE,CELL PHONE,67.27,77.46,113
PEPSI,FOOTBALL,CLOTHING,145.09,178.56,199
PEPSI,FORK,MONITORS & TV,178.79,218.76,138
PEPSI,FRISBEE,MISCELLANEOUS,137.26,149.33,14
PEPSI,GLASSES,SPORTS,31.24,37.95,72
PEPSI,GLOVES,ACCESSORIES,246.01,346.09,198
PEPSI,GPS,MISCELLANEOUS,202.55,276.74,143
PEPSI,HAIR GEL,SMART WATCH,7.42,8.71,160
PEPSI,HAMMER,MONITORS & TV,104.75,128.86,149
PEPSI,HAND TOWEL,CELL PHONE,44.93,56.03,46
PEPSI,HANDBAG,MISCELLANEOUS,192.94,242.4,75
PEPSI,HEADPHONES,MISCELLANEOUS,203.47,267.04,57
PEPSI,JACKET,CELL PHONE,53.15,67.29,104
PEPSI,JEANS,CELL PHONE,79.24,108.13,167
PEPSI,JERSEY,SMART WATCH,22.15,30.09,165
PEPSI,KEYBOARD,MONITORS & TV,257.77,338.22,8
PEPSI,KNIFE,SMART WATCH,69.72,92.91,146
PEPSI,LANYARD,CELL PHONE,182.55,197.15,79
PEPSI,LAPTOP,CELL PHONE,15.14,19.32,28
PEPSI,LAWN MOWER,SPORTS,117.13,161.69,54
PEPSI,LEMONADE,MONITORS & TV,53.62,58.73,165
PEPSI,LOTION,SMART WATCH,259.21,308.08,38
PEPSI,MECHANICAL PENCIL,CLOTHING,233.62,320.74,52
PEPSI,MODEL CAR,MONITORS & TV,53.66,65.71,186
PEPSI,MUSIC SOFTWARE,MISCELLANEOUS,181.82,242.54,168
PEPSI,NAILS,CLOTHING,172.69,232.61,199
PEPSI,NECKLACE,CLOTHING,134.4,165.17,91
PEPSI,PAN,CLOTHING,240.69,288.36,123
PEPSI,PAPER,SPORTS,260.87,387.45,182
PEPSI,PEN,SMART WATCH,28.97,34,110
PEPSI,PENCIL,MISCELLANEOUS,213.3,273.57,53
PEPSI,PENCIL SHARPENER,MISCELLANEOUS,47.28,61.51,144
PEPSI,PLASMA TV,CLOTHING,119.58,140.95,49
PEPSI,POTATO CHIPS,LAPTOP COMPUTERS,287.39,342.42,12
PEPSI,RC CAR,MISCELLANEOUS,65.92,78.98,150
PEPSI,RC HELICOPTER,ACCESSORIES,137.46,194.41,19
PEPSI,RC PLANE,MISCELLANEOUS,276.48,393.93,70
PEPSI,RULLER,SMART WATCH,103.66,138.34,78
PEPSI,SAW,MONITORS & TV,109.72,122.88,179
PEPSI,SCREWDRIVER,SMART WATCH,172.76,245.67,177
PEPSI,SCREWS,MONITORS & TV,275.58,313.69,187
PEPSI,SHAMPOO,CLOTHING,253.5,297.27,166
PEPSI,SHAVING CREAM,CLOTHING,63,87.4,114
PEPSI,SHIN GUARDS,SMART WATCH,282.17,391.18,108
PEPSI,SHOES,MONITORS & TV,118.45,139.77,145
PEPSI,SHORTS,SMART WATCH,192.66,219.62,61
PEPSI,SHOVEL,MONITORS & TV,223.68,305.35,96
PEPSI,SMARTPHONE,MONITORS & TV,83.86,93.27,44
PEPSI,SOAP BAR,LAPTOP COMPUTERS,115.34,159.01,31
PEPSI,SOCKS,CLOTHING,51.59,55.96,32
PEPSI,SPOON,SPORTS,9.23,13.35,171
PEPSI,SPORTS DRINK,ACCESSORIES,100.81,115.74,14
PEPSI,SPRAY PAINT,SPORTS,29.02,32.78,19
PEPSI,STAPLER,CLOTHING,69.74,76.57,159
PEPSI,STOPWATCH,SMART WATCH,145.43,201.14,140
PEPSI,STRAWS,ACCESSORIES,214.73,310.8,139
PEPSI,STUFFED BEAR,MONITORS & TV,144.3,211.14,157
PEPSI,SUNGLASSES,MONITORS & TV,10.92,14.96,93
PEPSI,TENNIS BALL,MONITORS & TV,73.14,86.23,144
PEPSI,THERMOS,SMART WATCH,271.06,385.13,48
PEPSI,TIE,ACCESSORIES,200.75,243.48,112
PEPSI,TIRE,LAPTOP COMPUTERS,199.45,225.73,123
PEPSI,TOOTHBRUSH,LAPTOP COMPUTERS,135.82,199.92,64
PEPSI,TOOTHPASTE,SPORTS,159.75,174.74,40
PEPSI,TOWEL,MONITORS & TV,230.91,298.52,43
PEPSI,TV REMOTE,MISCELLANEOUS,298.46,324.54,6
PEPSI,VIDEO GAME,MONITORS & TV,235.97,258.32,155
PEPSI,WALLET,CELL PHONE,205.46,231.61,26
PEPSI,WATCH,LAPTOP COMPUTERS,34.99,40.7,177
PEPSI,WATER BOTTLE,ACCESSORIES,233.76,294.21,99
PEPSI,WINTER COAT,LAPTOP COMPUTERS,293.91,430.16,39
PEPSI,WRENCH,MISCELLANEOUS,290.16,375.17,87
POWERADE,ALBUM,MONITORS & TV,92.83,134.62,141
POWERADE,BASEBALL CAP,LAPTOP COMPUTERS,168.14,246.76,163
POWERADE,BASKETBALL,MISCELLANEOUS,18.67,21.75,106
POWERADE,BATTERIES,CELL PHONE,205.87,291.08,114
POWERADE,BATTERY PACK,CLOTHING,176.29,239,41
POWERADE,BLANKET,MISCELLANEOUS,253.4,354.21,21
POWERADE,BLENDER,MONITORS & TV,187.27,257.9,94
POWERADE,BOOK,ACCESSORIES,289.9,344.97,39
POWERADE,BOTTLE OF SODA,LAPTOP COMPUTERS,246.06,259.14,142
POWERADE,BOWTIE,MISCELLANEOUS,279.15,363.63,113
POWERADE,BOX,SMART WATCH,251.6,344.82,147
POWERADE,BRACELET,SMART WATCH,34.47,42.66,11
POWERADE,CALCULATOR,SPORTS,290.24,425.54,130
POWERADE,CAR,LAPTOP COMPUTERS,280.57,326.67,192
POWERADE,CLEATS,MONITORS & TV,81.71,91.11,19
POWERADE,COFFEE MUG,SMART WATCH,272.49,290.17,106
POWERADE,COLOGNE,MISCELLANEOUS,59.89,75.25,48
POWERADE,COLORED PENCILS,CLOTHING,29.6,32.94,81
POWERADE,COMB,CLOTHING,132.23,178.82,108
POWERADE,CRACKERS,SPORTS,266.6,351.25,132
POWERADE,DESK,SPORTS,288.01,413.22,193
POWERADE,DRILL,CELL PHONE,235.58,285.85,10
POWERADE,DRILL BITS,CELL PHONE,54.45,67.91,131
POWERADE,ERASER,MONITORS & TV,67.43,74.37,124
POWERADE,FISHING ROD,LAPTOP COMPUTERS,56.29,64.96,167
POWERADE,FLATSCREEN TV,LAPTOP COMPUTERS,24.33,27.77,82
POWERADE,FLIP PHONE,LAPTOP COMPUTERS,203.85,303.33,83
POWERADE,FLUTE,CELL PHONE,178.49,229.16,121
POWERADE,FOOTBALL,CLOTHING,272.14,391.77,324
POWERADE,FORK,MONITORS & TV,270.77,370.14,19
POWERADE,FRISBEE,MISCELLANEOUS,248.65,356.63,111
POWERADE,GLASSES,SPORTS,288.8,375.41,117
POWERADE,GLOVES,ACCESSORIES,71.63,76.48,108
POWERADE,GPS,MISCELLANEOUS,182.74,210.53,38
POWERADE,HAIR GEL,SMART WATCH,76.29,85.08,27
POWERADE,HAMMER,MONITORS & TV,105.74,146.55,133
POWERADE,HAND TOWEL,CELL PHONE,79.44,101.72,152
POWERADE,HANDBAG,MISCELLANEOUS,174.4,240.02,95
POWERADE,HEADPHONES,MISCELLANEOUS,262.79,339.92,124
POWERADE,JACKET,CELL PHONE,40.96,56.46,129
POWERADE,JEANS,CELL PHONE,222.59,266.17,47
POWERADE,JERSEY,SMART WATCH,137.57,146.64,184
POWERADE,KEYBOARD,MONITORS & TV,66.22,96.17,126
POWERADE,KNIFE,SMART WATCH,184.9,240.47,39
POWERADE,LANYARD,CELL PHONE,109.07,136.24,55
POWERADE,LAPTOP,CELL PHONE,209.09,268.87,194
POWERADE,LAWN MOWER,SPORTS,204.17,230.85,192
POWERADE,LEMONADE,MONITORS & TV,176.51,202.74,161
POWERADE,LOTION,SMART WATCH,168.62,212.87,29
POWERADE,MECHANICAL PENCIL,CLOTHING,160.53,199.65,56
POWERADE,MODEL CAR,MONITORS & TV,173.95,238.32,56
POWERADE,MUSIC SOFTWARE,MISCELLANEOUS,273.08,378.66,99
POWERADE,NAILS,CLOTHING,168.08,233.18,126
POWERADE,NECKLACE,CLOTHING,258.98,341.94,180
POWERADE,PAN,CLOTHING,122.14,156.65,82
POWERADE,PAPER,SPORTS,298.02,328.48,149
POWERADE,PEN,SMART WATCH,190.41,226.63,176
POWERADE,PENCIL,MISCELLANEOUS,44.34,58.88,6
POWERADE,PENCIL SHARPENER,MISCELLANEOUS,270.98,362.28,85
POWERADE,PLASMA TV,CLOTHING,35.61,44.05,31
POWERADE,POTATO CHIPS,LAPTOP COMPUTERS,30.21,38.71,151
POWERADE,RC CAR,MISCELLANEOUS,105,140.7,150
POWERADE,RC HELICOPTER,ACCESSORIES,43.96,64.18,5
POWERADE,RC PLANE,MISCELLANEOUS,5.24,6.54,188
POWERADE,RULLER,SMART WATCH,36.46,49.23,118
POWERADE,SAW,MONITORS & TV,208.65,224.41,19
POWERADE,SCREWDRIVER,SMART WATCH,222.49,256.51,79
POWERADE,SCREWS,MONITORS & TV,213.96,285.35,60
POWERADE,SHAMPOO,CLOTHING,296.44,410.81,70
POWERADE,SHAVING CREAM,CLOTHING,131.96,189.02,188
POWERADE,SHIN GUARDS,SMART WATCH,83.37,109.61,90
POWERADE,SHOES,MONITORS & TV,286.27,339.61,25
POWERADE,SHORTS,SMART WATCH,110.01,120.39,196
POWERADE,SHOVEL,MONITORS & TV,48.55,63.89,87
POWERADE,SMARTPHONE,MONITORS & TV,199.02,276.99,53
POWERADE,SOAP BAR,LAPTOP COMPUTERS,234.33,305.55,111
POWERADE,SOCKS,CLOTHING,158.59,231.21,198
POWERADE,SPOON,SPORTS,21.43,28.36,136
POWERADE,SPORTS DRINK,ACCESSORIES,140.54,193.47,147
POWERADE,SPRAY PAINT,SPORTS,210,233.89,21
POWERADE,STAPLER,CLOTHING,110.49,161.81,13
POWERADE,STOPWATCH,SMART WATCH,171.59,230.63,44
POWERADE,STRAWS,ACCESSORIES,145.8,163.51,169
POWERADE,STUFFED BEAR,MONITORS & TV,15.56,20.85,196
POWERADE,SUNGLASSES,MONITORS & TV,51.42,69.94,149
POWERADE,TENNIS BALL,MONITORS & TV,239.6,346.99,8
POWERADE,THERMOS,SMART WATCH,255.4,309.99,151
POWERADE,TIE,ACCESSORIES,141.49,174.96,156
POWERADE,TIRE,LAPTOP COMPUTERS,66.82,85.71,76
POWERADE,TOOTHBRUSH,LAPTOP COMPUTERS,135.22,184.7,183
POWERADE,TOOTHPASTE,SPORTS,253.51,287.01,90
POWERADE,TOWEL,MONITORS & TV,196.6,256.68,54
POWERADE,TV REMOTE,MISCELLANEOUS,162.64,196.73,115
POWERADE,VIDEO GAME,MONITORS & TV,13.69,18.51,79
POWERADE,WALLET,CELL PHONE,7.49,10.84,37
POWERADE,WATCH,LAPTOP COMPUTERS,230.11,260.93,15
POWERADE,WATER BOTTLE,ACCESSORIES,109.84,128.82,193
POWERADE,WINTER COAT,LAPTOP COMPUTERS,136.11,169.54,167
POWERADE,WRENCH,MISCELLANEOUS,175.79,257.05,72
PUMA,ALBUM,MONITORS & TV,130.53,148.9,162
PUMA,BASEBALL CAP,LAPTOP COMPUTERS,131.72,159.59,11
PUMA,BASKETBALL,MISCELLANEOUS,13.08,16.48,50
PUMA,BATTERIES,CELL PHONE,94.75,132.55,112
PUMA,BATTERY PACK,CLOTHING,110.64,117.29,53
PUMA,BLANKET,MISCELLANEOUS,113.11,160.85,146
PUMA,BLENDER,MONITORS & TV,281.7,411.31,71
PUMA,BOOK,ACCESSORIES,258.37,384.62,43
PUMA,BOTTLE OF SODA,LAPTOP COMPUTERS,284.77,403.04,195
PUMA,BOWTIE,MISCELLANEOUS,100.91,127.36,119
PUMA,BOX,SMART WATCH,78.08,89.56,193
PUMA,BRACELET,SMART WATCH,271.31,401.46,189
PUMA,CALCULATOR,SPORTS,164.12,198.64,192
PUMA,CAR,LAPTOP COMPUTERS,186.44,209.6,168
PUMA,CLEATS,MONITORS & TV,79.33,105.91,105
PUMA,COFFEE MUG,SMART WATCH,123.24,169.61,10
PUMA,COLOGNE,MISCELLANEOUS,114.25,159.07,51
PUMA,COLORED PENCILS,CLOTHING,267.04,339.54,61
PUMA,COMB,CLOTHING,64.52,83.89,147
PUMA,CRACKERS,SPORTS,16.38,18.11,88
PUMA,DESK,SPORTS,147.74,179.19,102
PUMA,DRILL,CELL PHONE,153.64,168.5,79
PUMA,DRILL BITS,CELL PHONE,54.36,77.13,167
PUMA,ERASER,MONITORS & TV,88.9,107.15,10
PUMA,FISHING ROD,LAPTOP COMPUTERS,115.02,126.79,136
PUMA,FLATSCREEN TV,LAPTOP COMPUTERS,139.6,156.57,44
PUMA,FLIP PHONE,LAPTOP COMPUTERS,130.5,165.16,111
PUMA,FLUTE,CELL PHONE,188.17,267.04,50
PUMA,FOOTBALL,CLOTHING,290.55,311.4,241
PUMA,FORK,MONITORS & TV,46.44,62.79,55
PUMA,FRISBEE,MISCELLANEOUS,170.01,189.25,126
PUMA,GLASSES,SPORTS,25.53,36.79,50
PUMA,GLOVES,ACCESSORIES,72.12,78.52,51
PUMA,GPS,MISCELLANEOUS,13.55,15.39,173
PUMA,HAIR GEL,SMART WATCH,19.53,23.59,27
PUMA,HAMMER,MONITORS & TV,123.9,135.83,129
PUMA,HAND TOWEL,CELL PHONE,55.63,60.22,152
PUMA,HANDBAG,MISCELLANEOUS,176.48,226.31,141
PUMA,HEADPHONES,MISCELLANEOUS,60.17,65.03,93
PUMA,JACKET,CELL PHONE,198.43,238.11,10
PUMA,JEANS,CELL PHONE,117.9,157.35,27
PUMA,JERSEY,SMART WATCH,71.46,104.7,102
PUMA,KEYBOARD,MONITORS & TV,202.96,223.39,59
PUMA,KNIFE,SMART WATCH,231.33,254.04,108
PUMA,LANYARD,CELL PHONE,13.95,16.84,80
PUMA,LAPTOP,CELL PHONE,111.83,119.85,55
PUMA,LAWN MOWER,SPORTS,183.18,239.69,95
PUMA,LEMONADE,MONITORS & TV,274.2,403.95,29
PUMA,LOTION,SMART WATCH,72.84,90.42,199
PUMA,MECHANICAL PENCIL,CLOTHING,226.01,270.47,118
